query_id,source_query,gold_codes,gold_labels,original_row_indices,original_mapping_pair_count
3266,congenital toxoplasmosis,EFO:0007220,congenital toxoplasmosis,4346|4347,1
3267,Congenital Toxoplasmosis,EFO:0007220,congenital toxoplasmosis,4348,1
3268,obsolete contagious pleuropneumonia,EFO:0007221,contagious pleuropneumonia,4349,1
3269,contagious pleuropneumonia,EFO:0007221,contagious pleuropneumonia,4350,1
3270,contagious pustular dermatitis,EFO:0007222,contagious pustular dermatitis,4351|4352,1
3271,obsolete Coronaviridae infectious disease,EFO:0007223,Coronaviridae infectious disease,4353,1
3272,Coronaviridae infectious disease,EFO:0007223,Coronaviridae infectious disease,4354,1
3273,obsolete coronavirus infectious disease,EFO:0007224,coronavirus infectious disease,4355,1
3274,Coronavinae infectious disease,EFO:0007224,coronavirus infectious disease,4356,1
3275,cowpox,EFO:0007225,cowpox,4357|4358,1
3276,obsolete coxsackievirus infectious disease,EFO:0007226,coxsackievirus infectious disease,4359,1
3277,coxsackievirus infectious disease,EFO:0007226,coxsackievirus infectious disease,4360,1
3278,croup,EFO:0007227,croup,4361|4362,1
3279,Croup,EFO:0007227,croup,4363,1
3280,Cryptococcal meningitis,EFO:0007228,cryptococcal meningitis,4364|4366,1
3281,obsolete cryptococcal meningitis,EFO:0007228,cryptococcal meningitis,4365,1
3282,Cryptococcal Meningitis,EFO:0007228,cryptococcal meningitis,4367,1
3283,cryptococcosis,EFO:0007229,cryptococcosis,4368|4369,1
3284,Cryptococcosis,EFO:0007229,cryptococcosis,4370,1
3285,cyclosporiasis,EFO:0007230,cyclosporiasis,4371|4372,1
3286,Cyclosporiasis,EFO:0007230,cyclosporiasis,4373,1
3287,cysticercosis,EFO:0007231,cysticercosis,4374|4375,1
3288,Cysticercosis,EFO:0007231,cysticercosis,4376,1
3289,cystoisosporiasis,EFO:0007232,cystoisosporiasis,4377,1
3290,isosporiasis,EFO:0007232,cystoisosporiasis,4378,1
3291,Isosporiasis,EFO:0007232,cystoisosporiasis,4379,1
3292,diaphragm disease,EFO:0007233,diaphragm disease,4380,1
3293,diaphragm disorder,EFO:0007233,diaphragm disease,4381,1
3294,dicrocoeliasis,EFO:0007234,dicrocoeliasis,4382|4383,1
3295,obsolete Dictyocaulus infectious disease,EFO:0007235,Dictyocaulus infectious disease,4384,1
3296,Dictyocaulus infectious disease,EFO:0007235,Dictyocaulus infectious disease,4385,1
3297,diffuse idiopathic skeletal hyperostosis,EFO:0007236,diffuse idiopathic skeletal hyperostosis,4386|4387,1
3298,Diffuse Idiopathic Skeletal Hyperostosis,EFO:0007236,diffuse idiopathic skeletal hyperostosis,4388,1
3299,dipetalonemiasis,EFO:0007237,dipetalonemiasis,4389|4390,1
3300,Dipetalonemiasis,EFO:0007237,dipetalonemiasis,4391,1
3301,diphyllobothriasis,EFO:0007238,diphyllobothriasis,4392|4393,1
3302,Diphyllobothriasis,EFO:0007238,diphyllobothriasis,4394,1
3303,dirofilariasis,EFO:0007239,dirofilariasis,4395|4396,1
3304,obsolete dourine,EFO:0007240,dourine,4397,1
3305,dourine,EFO:0007240,dourine,4398,1
3306,dracunculiasis,EFO:0007241,dracunculiasis,4399|4400,1
3307,Dracunculiasis,EFO:0007241,dracunculiasis,4401,1
3308,Eastern equine encephalitis,EFO:0007242,Eastern equine encephalitis,4402,1
3309,eastern equine encephalitis,EFO:0007242,Eastern equine encephalitis,4403,1
3310,Ebola hemorrhagic fever,EFO:0007243,Ebola hemorrhagic fever,4404|4405,1
3311,Ebola Hemorrhagic Fever,EFO:0007243,Ebola hemorrhagic fever,4406,1
3312,Ebstein anomaly,EFO:0007244,Ebstein anomaly,4407|4408,1
3313,Ebstein Anomaly,EFO:0007244,Ebstein anomaly,4409,1
3314,echinococcosis,EFO:0007245,echinococcosis,4410|4411,1
3315,Echinococcosis,EFO:0007245,echinococcosis,4412,1
3316,echinostomiasis,EFO:0007246,echinostomiasis,4413|4414,1
3317,obsolete echovirus infectious disease,EFO:0007247,echovirus infectious disease,4415,1
3318,Echovirus infectious disease,EFO:0007247,echovirus infectious disease,4416,1
3319,egg allergy,EFO:0007248,egg allergy,4417,1
3320,emphysematous cholecystitis,EFO:0007249,emphysematous cholecystitis,4418|4419,1
3321,Emphysematous Cholecystitis,EFO:0007249,emphysematous cholecystitis,4420,1
3322,encephalitozoonosis,EFO:0007250,encephalitozoonosis,4421|4422,1
3323,endocardial fibroelastosis,EFO:0007251,endocardial fibroelastosis,4423|4424,1
3324,Endocardial Fibroelastosis,EFO:0007251,endocardial fibroelastosis,4425,1
3325,endodermal sinus tumor,EFO:0007252,endodermal sinus tumor,4426|4427,1
3326,yolk sac tumor,EFO:0007252,endodermal sinus tumor,4428,1
3327,Yolk Sac Tumor,EFO:0007252,endodermal sinus tumor,4429,1
3328,obsolete Enoplea infectious disease,EFO:0007253,Enoplea infectious disease,4430,1
3329,Enoplea infectious disease,EFO:0007253,Enoplea infectious disease,4431,1
3330,enterobiasis,EFO:0007254,enterobiasis,4432|4433,1
3331,Enterobiasis,EFO:0007254,enterobiasis,4434,1
3332,obsolete Enterovirus infectious disease,EFO:0007255,Enterovirus infectious disease,4435,1
3333,enterovirus infectious disease,EFO:0007255,Enterovirus infectious disease,4436,1
3334,obsolete enzootic pneumonia of calves,EFO:0007256,enzootic pneumonia of calves,4437,1
3335,eosinophilic pneumonia,EFO:0007257,eosinophilic pneumonia,4438|4439,1
3336,Eosinophilic Pneumonia,EFO:0007257,eosinophilic pneumonia,4440,1
3337,obsolete ephemeral fever,EFO:0007258,ephemeral fever,4441,1
3338,ephemeral fever,EFO:0007258,ephemeral fever,4442,1
3339,epidemic pleurodynia,EFO:0007259,epidemic pleurodynia,4443|4444,1
3340,epidural abscess,EFO:0007260,epidural abscess,4445|4446|4447,1
3341,epiglottitis,EFO:0007261,epiglottitis,4448|4449,1
3342,Epiglottitis,EFO:0007261,epiglottitis,4450,1
3343,epilepsy with generalized tonic-clonic seizures,EFO:0007262,epilepsy with generalized tonic-clonic seizures,4451|4452,1
3344,Grand Mal Epilepsy,EFO:0007262,epilepsy with generalized tonic-clonic seizures,4453,1
3345,obsolete equine infectious anemia,EFO:0007263,equine infectious anemia,4454,1
3346,equine infectious anemia,EFO:0007263,equine infectious anemia,4455,1
3347,Equine Infectious Anemia,EFO:0007263,equine infectious anemia,4456,1
3348,ethmoid sinusitis,EFO:0007264,ethmoid sinusitis,4457|4458,1
3349,Ethmoidal Sinusitis,EFO:0007264,ethmoid sinusitis,4459,1
3350,eumycotic mycetoma,EFO:0007265,eumycotic mycetoma,4460|4461,1
3351,Mycetoma,EFO:0007265,eumycotic mycetoma,4462,1
3352,eunuchism,EFO:0007266,eunuchism,4463|4464,1
3353,Primary Testicular Failure,EFO:0007266,eunuchism,4465,1
3354,factor VIII deficiency,EFO:0007267,obsolete_factor VIII deficiency,4466,1
3355,fascioloidiasis,EFO:0007268,fascioloidiasis,4467|4468,1
3356,Felty's syndrome,EFO:0007269,Felty's syndrome,4469,1
3357,Felty syndrome,EFO:0007269,Felty's syndrome,4470,1
3358,Felty Syndrome,EFO:0007269,Felty's syndrome,4471,1
3359,femoral cancer,EFO:0007270,femoral cancer,4472,1
3360,fibroepithelial neoplasm,EFO:0007271,fibroepithelial neoplasm,4473|4474,1
3361,Fibroepithelial Neoplasm,EFO:0007271,fibroepithelial neoplasm,4475,1
3362,filarial elephantiasis,EFO:0007272,filarial elephantiasis,4476|4477,1
3363,Lymphatic Filariasis,EFO:0007272,filarial elephantiasis,4478,1
3364,obsolete Filoviridae infectious disease,EFO:0007273,Filoviridae infectious disease,4479,1
3365,Filoviridae infectious disease,EFO:0007273,Filoviridae infectious disease,4480,1
3366,obsolete Flaviviridae infectious disease,EFO:0007274,Flaviviridae infectious disease,4481,1
3367,Flaviviridae infectious disease,EFO:0007274,Flaviviridae infectious disease,4482,1
3368,focal epithelial hyperplasia,EFO:0007275,focal epithelial hyperplasia,4483|4484,1
3369,Focal Epithelial Hyperplasia,EFO:0007275,focal epithelial hyperplasia,4485,1
3370,follicular dendritic cell sarcoma,EFO:0007276,follicular dendritic cell sarcoma,4486|4487|4488,1
3371,Follicular Dendritic Cell Sarcoma,EFO:0007276,follicular dendritic cell sarcoma,4489,1
3372,obsolete foot and mouth disease,EFO:0007277,foot and mouth disease,4490,1
3373,foot and mouth disease,EFO:0007277,foot and mouth disease,4491,1
3374,obsolete fungal lung infectious disease,EFO:0007278,fungal lung infectious disease,4492,1
3375,fungal lung infectious disease,EFO:0007278,fungal lung infectious disease,4493,1
3376,gas gangrene,EFO:0007279,gas gangrene,4494|4495,1
3377,gastrointestinal tuberculosis,EFO:0007280,gastrointestinal tuberculosis,4496|4497,1
3378,herpes zoster oticus,EFO:0007281,geniculate herpes zoster,4498,1
3379,geniculate herpes zoster,EFO:0007281,geniculate herpes zoster,4499,1
3380,Herpes Zoster Oticus,EFO:0007281,geniculate herpes zoster,4500,1
3381,genital herpes,EFO:0007282,genital herpes,4501|4502,1
3382,Genital Herpes,EFO:0007282,genital herpes,4503,1
3383,geographic tongue,EFO:0007283,geographic tongue,4504|4505,1
3384,Benign Migratory Glossitis,EFO:0007283,geographic tongue,4506,1
3385,geotrichosis,EFO:0007284,geotrichosis,4507|4508,1
3386,Gerstmann syndrome,EFO:0007285,Gerstmann syndrome,4509|4510,1
3387,glanders,EFO:0007286,glanders,4511|4512,1
3388,Glanders,EFO:0007286,glanders,4513,1
3389,glucosephosphate dehydrogenase deficiency,EFO:0007287,glucosephosphate dehydrogenase deficiency,4514,1
3390,G6PD deficiency,EFO:0007287,glucosephosphate dehydrogenase deficiency,4515,1
3391,Glucose-6-Phosphate Dehydrogenase Deficiency,EFO:0007287,glucosephosphate dehydrogenase deficiency,4516,1
3392,glycogen storage disease Ia,EFO:0007288,obsolete_glycogen storage disease I,4517,1
3393,gnathomiasis,EFO:0007289,gnathomiasis,4518|4519,1
3394,Gnathostomiasis,EFO:0007289,gnathomiasis,4520,1
3395,Goodpasture syndrome,EFO:0007290,Goodpasture syndrome,4521,1
3396,anti-glomerular basement membrane disease,EFO:0007290,Goodpasture syndrome,4522,1
3397,Anti-Glomerular Basement Membrane Disease,EFO:0007290,Goodpasture syndrome,4523,1
3398,granuloma inguinale,EFO:0007291,granuloma inguinale,4524|4525,1
3399,Granuloma Inguinale,EFO:0007291,granuloma inguinale,4526,1
3400,Guillain-Barre syndrome,EFO:0007292,Guillain-Barre syndrome,4527|4528,1
3401,Guillain-Barre Syndrome,EFO:0007292,Guillain-Barre syndrome,4529,1
3402,haemonchiasis,EFO:0007293,haemonchiasis,4530|4531,1
3403,"hand, foot and mouth disease",EFO:0007294,"hand, foot and mouth disease",4532|4533,1
3404,Hand Foot and Mouth Disease,EFO:0007294,"hand, foot and mouth disease",4534,1
3405,obsolete Hantavirus infectious disease,EFO:0007295,Hantavirus infectious disease,4535,1
3406,hantavirus infectious disease,EFO:0007295,Hantavirus infectious disease,4536,1
3407,Hantavirus Infection,EFO:0007295,Hantavirus infectious disease,4537,1
3408,hantavirus pulmonary syndrome,EFO:0007296,hantavirus pulmonary syndrome,4538|4539,1
3409,Hantavirus Pulmonary Syndrome,EFO:0007296,hantavirus pulmonary syndrome,4540,1
3410,HELLP syndrome,EFO:0007297,HELLP syndrome,4541|4542,1
3411,HELLP Syndrome,EFO:0007297,HELLP syndrome,4543,1
3412,hemopericardium,EFO:0007298,hemopericardium,4544|4546,1
3413,Hemopericard,EFO:0007298,hemopericardium,4545,1
3414,Hantavirus hemorrhagic fever with renal syndrome,EFO:0007299,hemorrhagic fever with renal syndrome,4547,1
3415,obsolete Henipavirus infectious disease,EFO:0007300,Henipavirus infectious disease,4548,1
3416,henipavirus infectious disease,EFO:0007300,Henipavirus infectious disease,4549,1
3417,obsolete Hepadnaviridae infectious disease,EFO:0007301,Hepadnaviridae infectious disease,4550,1
3418,Hepadnaviridae infectious disease,EFO:0007301,Hepadnaviridae infectious disease,4551,1
3419,hepatic tuberculosis,EFO:0007302,hepatic tuberculosis,4552|4553,1
3420,hepatitis E,EFO:0007303,hepatitis E virus infection,4554,1
3421,hepatitis E virus infection,EFO:0007303,hepatitis E virus infection,4555,1
3422,hepatitis D,EFO:0007304,hepatitis D virus infection,4556,1
3423,hepatitis D virus infection,EFO:0007304,hepatitis D virus infection,4557,1
3424,hepatitis A,EFO:0007305,hepatitis A virus infection,4558,1
3425,hepatitis A virus infection,EFO:0007305,hepatitis A virus infection,4559,1
3426,Hepatitis A Infection,EFO:0007305,hepatitis A virus infection,4560,1
3427,herpangina,EFO:0007306,herpangina,4561|4562,1
3428,obsolete Herpes simplex virus gingivostomatitis,EFO:0007307,Herpes simplex virus gingivostomatitis,4563,1
3429,herpes simplex virus gingivostomatitis,EFO:0007307,Herpes simplex virus gingivostomatitis,4564,1
3430,herpes simplex virus keratitis,EFO:0007308,Herpes simplex virus keratitis,4565|4566,1
3431,Dendritic Keratitis,EFO:0007308,Herpes simplex virus keratitis,4567,1
3432,obsolete Herpesviridae infectious disease,EFO:0007309,Herpesviridae infectious disease,4568,1
3433,Herpesviridae infectious disease,EFO:0007309,Herpesviridae infectious disease,4569,1
3434,histoplasmosis,EFO:0007310,histoplasmosis,4570|4571,1
3435,Histoplasmosis,EFO:0007310,histoplasmosis,4572,1
3436,obsolete HIV enteropathy,EFO:0007311,HIV enteropathy,4573,1
3437,HIV enteropathy,EFO:0007311,HIV enteropathy,4574,1
3438,obsolete HIV wasting syndrome,EFO:0007312,HIV wasting syndrome,4575,1
3439,HIV wasting syndrome,EFO:0007312,HIV wasting syndrome,4576,1
3440,obsolete HIV-associated nephropathy,EFO:0007313,HIV-associated nephropathy,4577,1
3441,HIV-associated nephropathy,EFO:0007313,HIV-associated nephropathy,4578,1
3442,HIV-Associated Nephropathy,EFO:0007313,HIV-associated nephropathy,4579,1
3443,obsolete hookworm infectious disease,EFO:0007314,hookworm infectious disease,4580,1
3444,hookworm infectious disease,EFO:0007314,hookworm infectious disease,4581,1
3445,hordeolum,EFO:0007315,hordeolum,4582|4583,1
3446,Stye,EFO:0007315,hordeolum,4584,1
3447,obsolete Human T-lymphotropic virus 1 infectious disease,EFO:0007316,Human T-lymphotropic virus 1 infectious disease,4585,1
3448,human T-lymphotropic virus 1 infectious disease,EFO:0007316,Human T-lymphotropic virus 1 infectious disease,4586,1
3449,hymenolepiasis,EFO:0007317,hymenolepiasis,4587|4588,1
3450,Hymenolepiasis,EFO:0007317,hymenolepiasis,4589,1
3451,hyperinsulinemic hypoglycemia,EFO:0007318,hyperinsulinemic hypoglycemia,4590|4592,1
3452,Hiperinsülinemik hipoglisemi,EFO:0007318,hyperinsulinemic hypoglycemia,4591,1
3453,Nesidioblastosis,EFO:0007318,hyperinsulinemic hypoglycemia,4593,1
3454,hyperprolactinemia,EFO:0007319,hyperprolactinemia,4594|4596,1
3455,Exceso de prolactina,EFO:0007319,hyperprolactinemia,4595,1
3456,hypodermyiasis,EFO:0007320,hypodermyiasis,4597|4598,1
3457,hypopharynx cancer,EFO:0007321,hypopharynx cancer,4599|4600|4601,1
3458,Malignant Hypopharyngeal Neoplasm,EFO:0007321,hypopharynx cancer,4602,1
3459,idiopathic CD4-positive T-lymphocytopenia,EFO:0007322,idiopathic CD4-positive T-lymphocytopenia,4603|4604,1
3460,Idiopathic CD4-Positive T-Lymphocytopenia,EFO:0007322,idiopathic CD4-positive T-lymphocytopenia,4605,1
3461,inclusion body myositis,EFO:0007323,inclusion body myositis,4606|4607,1
3462,Inclusion Body Myositis,EFO:0007323,inclusion body myositis,4608,1
3463,inclusion conjunctivitis,EFO:0007324,inclusion conjunctivitis,4609|4610,1
3464,Neonatal Chlamydia Conjunctivitis,EFO:0007324,inclusion conjunctivitis,4611,1
3465,obsolete infectious ectromelia,EFO:0007325,infectious ectromelia,4612,1
3466,infectious ectromelia,EFO:0007325,infectious ectromelia,4613,1
3467,infectious mononucleosis,EFO:0007326,infectious mononucleosis,4614|4615,1
3468,Infectious Mononucleosis,EFO:0007326,infectious mononucleosis,4616,1
3469,obsolete infectious myxomatosis,EFO:0007327,infectious myxomatosis,4617,1
3470,infectious myxomatosis,EFO:0007327,infectious myxomatosis,4618,1
3471,influenza,EFO:0007328,influenza,4619|4621,1
3472,Orthomyxoviridae infectious disease,EFO:0007328,influenza,4620,1
3473,Influenza,EFO:0007328,influenza,4622,1
3474,interdigitating dendritic cell sarcoma,EFO:0007329,interdigitating dendritic cell sarcoma,4623|4624|4625,1
3475,Interdigitating Dendritic Cell Sarcoma,EFO:0007329,interdigitating dendritic cell sarcoma,4626,1
3476,intestinal cancer,EFO:0007330,intestinal cancer,4627|4628|4629,1
3477,Malignant Intestinal Neoplasm,EFO:0007330,intestinal cancer,4630,1
3478,islet cell tumor,EFO:0007331|EFO:1000045,islet cell tumor|pancreatic neuroendocrine tumor,4631|6224,2
3479,pancreatic neuroendocrine neoplasm,EFO:0007331,islet cell tumor,4632,1
3480,Pancreatic Neuroendocrine Neoplasm,EFO:0007331,islet cell tumor,4633,1
3481,Japanese encephalitis,EFO:0007332,Japanese encephalitis,4634|4635,1
3482,Japanese B Encephalitis,EFO:0007332,Japanese encephalitis,4636,1
3483,jaw cancer,EFO:0007333,jaw cancer,4637|4638,1
3484,Klippel-Trenaunay syndrome,EFO:0007334,obsolete_Klippel-Trenaunay syndrome,4639,1
3485,Kluver-Bucy syndrome,EFO:0007335,Kluver-Bucy syndrome,4640|4641,1
3486,Kluver-Bucy Syndrome,EFO:0007335,Kluver-Bucy syndrome,4642,1
3487,Langerhans cell sarcoma,EFO:0007336,Langerhans cell sarcoma,4643|4644|4645,1
3488,Langerhans Cell Sarcoma,EFO:0007336,Langerhans cell sarcoma,4646,1
3489,laryngeal tuberculosis,EFO:0007337,laryngeal tuberculosis,4647|4648,1
3490,Tuberculous Laryngitis,EFO:0007337,laryngeal tuberculosis,4649,1
3491,Lassa fever,EFO:0007338,Lassa fever,4650|4651,1
3492,Lassa Fever,EFO:0007338,Lassa fever,4652,1
3493,late congenital syphilis,EFO:0007339,late congenital syphilis,4653|4654,1
3494,latent syphilis,EFO:0007340,latent syphilis,4655|4656,1
3495,Latent Syphilis,EFO:0007340,latent syphilis,4657,1
3496,Legg-Calve-Perthes disease,EFO:0007341,obsolete_Legg-Calve-Perthes Disease,4658,1
3497,legionellosis,EFO:0007342,legionellosis,4659|4660,1
3498,Legionellosis,EFO:0007342,legionellosis,4661,1
3499,Legionnaires' disease,EFO:0007343,Legionnaires' disease,4662|4663,1
3500,Legionella Pneumonia,EFO:0007343,Legionnaires' disease,4664,1
3501,leptospirosis,EFO:0007344,leptospirosis,4665|4666,1
3502,Leptospirosis,EFO:0007344,leptospirosis,4667,1
3503,lipid pneumonia,EFO:0007345,lipid pneumonia,4668|4669,1
3504,lipoatrophic diabetes mellitus,EFO:0007346,lipoatrophic diabetes,4670,1
3505,lipoatrophic diabetes,EFO:0007346,lipoatrophic diabetes,4671,1
3506,Lipoatrophic Diabetes Mellitus,EFO:0007346,lipoatrophic diabetes,4672,1
3507,listeriosis,EFO:0007347,listeriosis,4673|4674,1
3508,Listeriosis,EFO:0007347,listeriosis,4675,1
3509,louping ill,EFO:0007348,louping ill,4676|4677,1
3510,obsolete lumpy skin disease,EFO:0007349,lumpy skin disease,4678,1
3511,lumpy skin disease,EFO:0007349,lumpy skin disease,4679,1
3512,lymph node tuberculosis,EFO:0007350,lymph node tuberculosis,4680|4681,1
3513,Lymph Node Tuberculosis,EFO:0007350,lymph node tuberculosis,4682,1
3514,lymphangitis,EFO:0007351,lymphangitis,4683|4684,1
3515,Lymphangitis,EFO:0007351,lymphangitis,4685,1
3516,lymphatic system disease,EFO:0007352,lymphatic system disease,4686,1
3517,lymphatic system disorder,EFO:0007352,lymphatic system disease,4687,1
3518,Lymphadenopathy,EFO:0007352,lymphatic system disease,4688,1
3519,lymphogranuloma venereum,EFO:0007353,lymphogranuloma venereum,4689|4690,1
3520,Lymphogranuloma Venereum,EFO:0007353,lymphogranuloma venereum,4691,1
3521,Lynch syndrome,EFO:0007354,obsolete_Lynch syndrome,4692,1
3522,male reproductive organ cancer,EFO:0007355,male reproductive organ cancer,4693|4694|4695,1
3523,Malignant Male Reproductive System Neoplasm,EFO:0007355,male reproductive organ cancer,4696,1
3524,mandibular cancer,EFO:0007356,mandibular cancer,4697|4698|4699,1
3525,Malignant Neoplasm of Lower Jaw Bone,EFO:0007356,mandibular cancer,4700,1
3526,mansonelliasis,EFO:0007357,mansonelliasis,4701|4702,1
3527,Mansonelliasis,EFO:0007357,mansonelliasis,4703,1
3528,Marburg hemorrhagic fever,EFO:0007358,Marburg hemorrhagic fever,4704|4705,1
3529,Marburg Virus Disease,EFO:0007358,Marburg hemorrhagic fever,4706,1
3530,mast-cell leukemia,EFO:0007359,mast-cell leukemia,4707|4708,1
3531,mast cell leukemia,EFO:0007359,mast-cell leukemia,4709,1
3532,Mast Cell Leukemia,EFO:0007359,mast-cell leukemia,4710,1
3533,maxillary cancer,EFO:0007360,maxillary neoplasm,4711,1
3534,maxillary neoplasm,EFO:0007360,maxillary neoplasm,4712|4713,1
3535,maxillary sinusitis,EFO:0007361,maxillary sinusitis,4714|4715,1
3536,Maxillary Sinusitis,EFO:0007361,maxillary sinusitis,4716,1
3537,mediastinal cancer,EFO:0007362,mediastinal cancer,4717|4718|4719,1
3538,Malignant Mediastinal Neoplasm,EFO:0007362,mediastinal cancer,4720,1
3539,meibomian cyst,EFO:0007363,meibomian cyst,4721,1
3540,chalazion,EFO:0007363,meibomian cyst,4722,1
3541,Chalazion,EFO:0007363,meibomian cyst,4723,1
3542,meningoencephalitis,EFO:0007364,meningoencephalitis,4724|4725,1
3543,Meningoencephalitis,EFO:0007364,meningoencephalitis,4726,1
3544,obsolete mesoblastic nephroma,EFO:0007365,mesoblastic nephroma,4727,1
3545,mesoblastic nephroma,EFO:0007365,mesoblastic nephroma,4728,1
3546,microsporidiosis,EFO:0007366,microsporidiosis,4729|4730,1
3547,Microsporidiosis,EFO:0007366,microsporidiosis,4731,1
3548,middle lobe syndrome,EFO:0007367,middle lobe syndrome,4732|4733,1
3549,miliary tuberculosis,EFO:0007368,miliary tuberculosis,4734|4735,1
3550,Miliary Tuberculosis,EFO:0007368,miliary tuberculosis,4736,1
3551,milk allergy,EFO:0007369,milk allergic reaction,4737,1
3552,milker's nodule,EFO:0007370,milker's nodule,4738|4739,1
3553,Miller Fisher syndrome,EFO:0007371,Miller Fisher syndrome,4740|4741,1
3554,Miller Fisher Syndrome,EFO:0007371,Miller Fisher syndrome,4742,1
3555,mitral valve stenosis,EFO:0007372,mitral valve stenosis,4743|4744,1
3556,Mitral Valve Stenosis,EFO:0007372,mitral valve stenosis,4745,1
3557,mixed cell type cancer,EFO:0007373|EFO:1000356,mixed cell type cancer|Malignant Mixed Neoplasm,4746|7053|7054,2
3558,mixed connective tissue disease,EFO:0007374,mixed connective tissue disease,4747|4748,1
3559,Mixed Connective Tissue Disease,EFO:0007374,mixed connective tissue disease,4749,1
3560,molluscum contagiosum,EFO:0007375,molluscum contagiosum,4750|4751,1
3561,obsolete Mononegavirales infectious disease,EFO:0007376,Mononegavirales infectious disease,4752,1
3562,Mononegavirales infectious disease,EFO:0007376,Mononegavirales infectious disease,4753,1
3563,obsolete Morbillivirus infectious disease,EFO:0007377,Morbillivirus infectious disease,4754,1
3564,morbillivirus infectious disease,EFO:0007377,Morbillivirus infectious disease,4755,1
3565,mucinous cystadenocarcinoma,EFO:0007378,mucinous cystadenocarcinoma,4756|4757|4758,1
3566,Mucinous Cystadenocarcinoma,EFO:0007378,mucinous cystadenocarcinoma,4759,1
3567,mucocutaneous leishmaniasis,EFO:0007379,mucocutaneous Leishmaniasis,4760|4761,1
3568,American Cutaneous Leishmaniasis,EFO:0007379,mucocutaneous Leishmaniasis,4762,1
3569,mucormycosis,EFO:0007380,mucormycosis,4763,1
3570,Zygomycosis,EFO:0007380,mucormycosis,4764|4765,1
3571,multidrug-resistant tuberculosis,EFO:0007381,multidrug-resistant tuberculosis,4766|4767,1
3572,Multidrug-Resistant Tuberculosis,EFO:0007381,multidrug-resistant tuberculosis,4768,1
3573,multiple chemical sensitivity,EFO:0007382,multiple chemical sensitivity,4769,1
3574,mumps,EFO:0007383,Mumps virus infectious disease,4770,1
3575,obsolete Mumps virus infectious disease,EFO:0007383,Mumps virus infectious disease,4771,1
3576,mumps infectious disease,EFO:0007383,Mumps virus infectious disease,4772,1
3577,Mumps,EFO:0007383,Mumps virus infectious disease,4773,1
3578,muscle cancer,EFO:0007384,muscle cancer,4774|4775|4776,1
3579,Malignant Muscle Neoplasm,EFO:0007384,muscle cancer,4777,1
3580,mushroom workers' lung,EFO:0007385,mushroom workers' lung,4778|4779,1
3581,Mycobacterium avium complex disease,EFO:0007386,Mycobacterium avium complex disease,4780,1
3582,mycobacterium avium complex disease,EFO:0007386,Mycobacterium avium complex disease,4781,1
3583,Mycobacterium Avium Infection,EFO:0007386,Mycobacterium avium complex disease,4782,1
3584,Mycoplasma pneumoniae pneumonia,EFO:0007387,Mycoplasma pneumoniae pneumonia,4783|4784,1
3585,Mycoplasmal Pneumonia,EFO:0007387,Mycoplasma pneumoniae pneumonia,4785,1
3586,myelophthisic anemia,EFO:0007388,myelophthisic anemia,4786|4787,1
3587,Leukoerythroblastic Reaction,EFO:0007388,myelophthisic anemia,4788,1
3588,myiasis,EFO:0007389,myiasis,4789|4790,1
3589,Myiasis,EFO:0007389,myiasis,4791,1
3590,necatoriasis,EFO:0007390,necatoriasis,4792|4793,1
3591,Necatoriasis,EFO:0007390,necatoriasis,4794,1
3592,obsolete Nematoda infectious disease,EFO:0007391,Nematoda infectious disease,4795,1
3593,Nematoda infectious disease,EFO:0007391,Nematoda infectious disease,4796,1
3594,nervous system cancer,EFO:0007392,nervous system cancer,4797|4798|4799,1
3595,Malignant Nervous System Neoplasm,EFO:0007392,nervous system cancer,4800,1
3596,neuroaspergillosis,EFO:0007393,neuroaspergillosis,4801|4802,1
3597,neuroschistosomiasis,EFO:0007394,neuroschistosomiasis,4803|4804,1
3598,Newcastle disease,EFO:0007395,Newcastle disease,4805|4806,1
3599,Newcastle Disease,EFO:0007395,Newcastle disease,4807,1
3600,obsolete Nidovirales infectious disease,EFO:0007396,Nidovirales infectious disease,4808,1
3601,Nidovirales infectious disease,EFO:0007396,Nidovirales infectious disease,4809,1
3602,nocardiosis,EFO:0007397,nocardiosis,4810|4811,1
3603,Nocardiosis,EFO:0007397,nocardiosis,4812,1
3604,obsolete ocular onchocerciasis,EFO:0007398,ocular onchocerciasis,4813,1
3605,ocular onchocerciasis,EFO:0007398,ocular onchocerciasis,4814,1
3606,Ocular Onchocerciasis,EFO:0007398,ocular onchocerciasis,4815,1
3607,obsolete ocular toxoplasmosis,EFO:0007399,ocular toxoplasmosis,4816,1
3608,ocular toxoplasmosis,EFO:0007399,ocular toxoplasmosis,4817,1
3609,oesophagostomiasis,EFO:0007400,oesophagostomiasis,4818|4819,1
3610,oligohydramnios,EFO:0007401,oligohydramnios,4820|4822,1
3611,Oligoamnios,EFO:0007401,oligohydramnios,4821,1
3612,onchocerciasis,EFO:0007402,onchocerciasis,4823|4824,1
3613,Onchocerciasis,EFO:0007402,onchocerciasis,4825,1
3614,obsolete ophthalmic herpes zoster,EFO:0007403,ophthalmic herpes zoster,4826,1
3615,ophthalmic herpes zoster,EFO:0007403,ophthalmic herpes zoster,4827,1
3616,opisthorchiasis,EFO:0007404,opisthorchiasis,4828|4829,1
3617,optic neuritis,EFO:0007405,optic neuritis,4830|4831,1
3618,Optic Neuritis,EFO:0007405,optic neuritis,4832,1
3619,oral candidiasis,EFO:0007406,oral candidiasis,4833|4834,1
