query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
465,osteomyelitis,EFO:0003102,osteomyelitis,EFO:0003102,Same,EFO:0003102,,True,True,
466,osteoporosis,EFO:0003882,osteoporosis,EFO:0003882,Same,EFO:0003882,,True,True,
467,ankylosing spondylitis,EFO:0003898,ankylosing spondylitis,EFO:0003898,Same,EFO:0003898,,True,True,
468,low platelets/platelet disorder,HP:0001873,Thrombocytopenia,HP:0001873,Same,HP:0001873,,True,True,
469,iron deficiency anaemia,HP:0001891,Iron deficiency anemia,HP:0001891,Same,HP:0001891,,True,True,
470,pernicious anaemia,EFO:0005576,pernicious anemia,EFO:0005576,Same,EFO:0005576,,True,True,
471,thalassaemia,EFO:1001996,Thalassemia,EFO:1001996,Same,EFO:1001996,,True,True,
472,ovarian cyst or cysts,HP:0000138,Ovarian cyst,HP:0000138,Same,HP:0000138,,True,True,
473,polycystic ovaries/polycystic ovarian syndrome,EFO:0000660,polycystic ovary syndrome,EFO:0000660,Same,EFO:0000660,,True,True,
474,uterine fibroids,EFO:0000731,uterine fibroid,EFO:0000731,Same,EFO:0000731,,True,True,
475,vaginal prolapse/uterine prolapse,EFO:0004710,pelvic organ prolapse,EFO:1001864,More General,EFO:1001864,,True,True,
476,fibrocystic disease,EFO:0003014,breast fibrocystic disease,EFO:0003014,Same,EFO:0003014,,True,True,
477,breast cysts,EFO:1000848,breast cyst,EFO:1000848,Same,EFO:1000848,,True,True,
478,vasculitis,EFO:0006803,vasculitis,EFO:0006803,Same,EFO:0006803,,True,True,
479,connective tissue disorder,EFO:1001986,connective tissue disease,EFO:1001986,Same,EFO:1001986,,True,True,
480,giant cell/temporal arteritis,EFO:1001209,temporal arteritis,EFO:1001209,Same,EFO:1001209,,True,True,
481,polymyalgia rheumatica,EFO:0008518,polymyalgia rheumatica,EFO:0008518,Same,EFO:0008518,,True,True,
482,wegners granulmatosis,EFO:0005297,Granulomatosis with Polyangiitis,EFO:0005297,Same,EFO:0005297,,True,True,
483,systemic lupus erythematosis/sle,MONDO:0007915,systemic lupus erythematosus,EFO:0002690,Unrelated,,,True,True,
484,sjogren's syndrome/sicca syndrome,EFO:0000699,Sjogren syndrome,EFO:0000699,Same,EFO:0000699,,True,True,
485,allergy or anaphylactic reaction to food,EFO:1001890,food allergy,EFO:1001890,Same,EFO:1001890,,True,True,
486,pneumonia,EFO:0003106,pneumonia,EFO:0003106,Same,EFO:0003106,,True,True,
487,peptic ulcer,MONDO:0004247,peptic ulcer disease,HP:0004398,Unrelated,,,True,True,
488,endometriosis,EFO:0001065,endometriosis,EFO:0001065,Same,EFO:0001065,,True,True,
489,female infertility,EFO:0008560,female infertility,EFO:0008560,Same,EFO:0008560,,True,True,
490,alcohol dependency,MONDO:0007079,alcohol dependence,EFO:0003829,Unrelated,,,True,True,
491,nasal polyps,HP:0100582,Nasal polyposis,EFO:1000391,Unrelated,,,True,True,
492,otosclerosis,EFO:0004213,otosclerosis,EFO:0004213,Same,EFO:0004213,,True,True,
493,meniere's disease,EFO:0006862,Meniere disease,EFO:0006862,Same,EFO:0006862,,True,True,
494,cerebral aneurysm,EFO:0003870,brain aneurysm,EFO:0003870,Same,EFO:0003870,,True,True,
495,myocarditis,EFO:0009609,myocarditis,EFO:0009609,Same,EFO:0009609,,True,True,
496,polycystic kidney,EFO:0008620,Polycystic Kidney Disease,EFO:0008620,Same,EFO:0008620,,True,True,
497,thyroiditis,MONDO:0004126,thyroiditis,EFO:1000627,More Specific,EFO:1000627,,True,True,
498,hypopituitarism,EFO:0001380,hypopituitarism,EFO:0001380,Same,EFO:0001380,,True,True,
499,cerebral palsy,EFO:1000632,cerebral palsy,EFO:1000632,Same,EFO:1000632,,True,True,
500,optic neuritis,EFO:0007405,optic neuritis,EFO:0007405,Same,EFO:0007405,,True,True,
501,headaches (not migraine),HP:0002315,Headache,HP:0002315,Same,HP:0002315,,True,True,
502,myasthenia gravis,EFO:0004991,Myasthenia gravis,EFO:0004991,Same,EFO:0004991,,True,True,
503,polycythaemia vera,EFO:0002429,polycythemia vera,EFO:0002429,Same,EFO:0002429,,True,True,
504,tuberculosis (tb),MONDO:0018076,tuberculosis,Orphanet:3389,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
505,malaria,EFO:0001068,malaria,EFO:0001068,Same,EFO:0001068,,True,True,
506,helicobacter pylori,EFO:1000961,Helicobacter pylori infectious disease,NCBITaxon:210,Unrelated,,,True,True,
507,anaemia,MONDO:0002280,anemia,EFO:0004272,Unrelated,,,True,True,
508,eczema/dermatitis,EFO:0000274,atopic eczema,HP:0000964,Unrelated,,,True,True,
509,psoriasis,EFO:0000676,psoriasis,EFO:0000676,Same,EFO:0000676,,True,True,
510,chronic skin ulcers,EFO:0007066,chronic ulcer of skin,EFO:0007066,Same,EFO:0007066,,True,True,
511,malabsorption/coeliac disease,EFO:0001060,celiac disease,EFO:0001060,Same,EFO:0001060,,True,True,
512,duodenal ulcer,EFO:0004607,duodenal ulcer,EFO:0004607,Same,EFO:0004607,,True,True,
513,diverticular disease/diverticulitis,EFO:0009959,diverticular disease,EFO:1001460,More General,EFO:1001460,,True,True,
514,colitis/not crohns or ulcerative colitis,EFO:0003872,colitis,EFO:0003872,Same,EFO:0003872,,True,True,
515,rectal or colon adenoma/polyps,EFO:0005406,colorectal adenoma,EFO:1000633,More General,EFO:1000633,,True,True,
516,inflammatory bowel disease,EFO:0003767,inflammatory bowel disease,EFO:0003767,Same,EFO:0003767,,True,True,
517,crohns disease,EFO:0000384,Crohn's disease,EFO:0000384,Same,EFO:0000384,,True,True,
518,ulcerative colitis,EFO:0000729,ulcerative colitis,EFO:0000729,Same,EFO:0000729,,True,True,
519,rheumatoid arthritis,EFO:0000685,rheumatoid arthritis,EFO:0000685,Same,EFO:0000685,,True,True,
520,osteoarthritis,MONDO:0005178,osteoarthritis,EFO:0002506,Unrelated,,,True,True,
521,gout,EFO:0004274,gout,EFO:0004274,Same,EFO:0004274,,True,True,
522,post-traumatic stress disorder,EFO:0001358,post-traumatic stress disorder,EFO:0001358,Same,EFO:0001358,,True,True,
523,atrial fibrillation,EFO:0000275,atrial fibrillation,EFO:0000275,Same,EFO:0000275,,True,True,
524,high cholesterol,HP:0003124,Hypercholesterolemia,HP:0003124,Same,HP:0003124,,True,True,
525,hiatus hernia,HP:0002036,Hiatus hernia,HP:0002036,Same,HP:0002036,,True,True,
526,sciatica,HP:0011868,Sciatica,HP:0011868,Same,HP:0011868,,True,True,
527,psoriatic arthropathy,EFO:0003778,psoriatic arthritis,EFO:0003778,Same,EFO:0003778,,True,True,
528,rheumatic fever,EFO:1001160,rheumatic fever,EFO:1001160,Same,EFO:1001160,,True,True,
529,chronic fatigue syndrome,EFO:0004540,chronic fatigue syndrome,EFO:0004540,Same,EFO:0004540,,True,True,
530,irregular heart beat,EFO:0004269,cardiac arrhythmia,EFO:0004269,Same,EFO:0004269,,True,True,
531,brain haemorrhage,EFO:0000551,intracranial hemorrhage,EFO:0000551,Same,EFO:0000551,,True,True,
532,varicose veins,HP:0002619,Varicose veins,HP:0002619,Same,HP:0002619,,True,True,
533,lymphoedema,MONDO:0019297,lymphedema,Orphanet:79383,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
534,pneumothorax,MONDO:0002076,pneumothorax,HP:0002107,Unrelated,,,True,True,
535,labyrinthitis,EFO:0009604,labyrinthitis,EFO:0009604,Same,EFO:0009604,,True,True,
536,vertigo,HP:0002321,Vertigo,HP:0002321,Same,HP:0002321,,True,True,
537,pyloric stenosis,EFO:0009626,pyloric stenosis,EFO:0009626,Same,EFO:0009626,,True,True,
538,appendicitis,EFO:0007149,appendicitis,EFO:0007149,Same,EFO:0007149,,True,True,
539,anal fissure,HP:0012390,Anal fissure,HP:0012390,Same,HP:0012390,,True,True,
540,haemorrhoids / piles,EFO:0009552,hemorrhoid,EFO:0009552,Same,EFO:0009552,,True,True,
541,jaundice (unknown cause),HP:0000952,Jaundice,HP:0000952,Same,HP:0000952,,True,True,
542,dyspepsia / indigestion,EFO:0008533,dyspepsia,EFO:0008533,Same,EFO:0008533,,True,True,
543,abdominal hernia,HP:0004299,Hernia of the abdominal wall,HP:0004299,Same,HP:0004299,,True,True,
544,umbilical hernia,HP:0001537,Umbilical hernia,HP:0001537,Same,HP:0001537,,True,True,
545,inguinal hernia,HP:0000023,Inguinal hernia,HP:0000023,Same,HP:0000023,,True,True,
546,cystitis,EFO:1000025,cystitis,EFO:1000025,Same,EFO:1000025,,True,True,
547,bph / benign prostatic hypertrophy,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
548,prostatitis,EFO:0003830,prostatitis,EFO:0003830,Same,EFO:0003830,,True,True,
549,erectile dysfunction / impotence,EFO:0004234,erectile dysfunction,EFO:0004234,Same,EFO:0004234,,True,True,
550,grave's disease,EFO:0004237,Graves disease,EFO:0004237,Same,EFO:0004237,,True,True,
551,trigemminal neuralgia,EFO:1001219,trigeminal neuralgia,EFO:1001219,Same,EFO:1001219,,True,True,
552,benign / essential tremor,EFO:0003108,essential tremor,EFO:0003108,Same,EFO:0003108,,True,True,
553,polio / poliomyelitis,EFO:0007450,poliomyelitis,EFO:0007450,Same,EFO:0007450,,True,True,
554,dry eyes,EFO:1000906,dry eye syndrome,EFO:1000906,Same,EFO:1000906,,True,True,
555,iritis,EFO:1000997,iritis,EFO:1000997,Same,EFO:1000997,,True,True,
556,post-natal depression,EFO:0007453,postpartum depression,EFO:0007453,Same,EFO:0007453,,True,True,
557,disc degeneration,HP:0008419,Intervertebral disc degeneration,EFO:0004994,Unrelated,,,True,True,
558,back pain,HP:0003418,Back pain,HP:0003418,Same,HP:0003418,,True,True,
559,scoliosis,EFO:0004273,scoliosis,EFO:0004273,Same,EFO:0004273,,True,True,
560,spinal stenosis,EFO:0007490,spinal stenosis,EFO:0007490,Same,EFO:0007490,,True,True,
561,joint pain,HP:0002829,Arthralgia,HP:0002829,Same,HP:0002829,,True,True,
562,arthritis (nos),EFO:0005856,arthritis,EFO:0005856,Same,EFO:0005856,,True,True,
563,plantar fascitis,EFO:1001909,Plantar Fasciitis,EFO:1001909,Same,EFO:1001909,,True,True,
564,carpal tunnel syndrome,EFO:0004143,carpal tunnel syndrome,EFO:0004143,Same,EFO:0004143,,True,True,
565,fibromyalgia,EFO:0005687,fibromyalgia,EFO:0005687,Same,EFO:0005687,,True,True,
566,dupuytren's contracture,EFO:0004229,Dupuytren Contracture,EFO:0004229,Same,EFO:0004229,,True,True,
567,acne/acne vulgaris,EFO:0003894,acne,EFO:0003894,Same,EFO:0003894,,True,True,
568,lichen planus,EFO:1000726,lichen planus,EFO:1000726,Same,EFO:1000726,,True,True,
569,cervical intra-epithelial neoplasia (cin) / precancerous cells cervix,MONDO:0022394,cervical intraepithelial neoplasia,EFO:1000910,More Specific,EFO:1000910,,True,True,
570,menorrhagia (unknown cause),HP:0000132,Menorrhagia,HP:0000132,Same,HP:0000132,,True,True,
571,ectopic pregnancy,HP:0031456,Ectopic pregnancy,HP:0031456,Same,HP:0031456,,True,True,
572,breast fibroadenoma,EFO:1000254,Fibroadenoma,EFO:1000254,Same,EFO:1000254,,True,True,
573,raynaud's phenomenon/disease,EFO:1001145,Raynaud disease,EFO:1001145,Same,EFO:1001145,,True,True,
574,food intolerance,,,EFO:1001890,Not Applicable,,,,,No prediction and/or no gold codes to compare.
575,urticaria,EFO:0005531,urticaria,EFO:0005531,Same,EFO:0005531,,True,True,
576,measles / morbillivirus,EFO:1002025,measles,EFO:1002025,Same,EFO:1002025,,True,True,
577,mumps / epidemic parotitis,EFO:0007383,Mumps virus infectious disease,EFO:0007383,Same,EFO:0007383,,True,True,
578,rubella / german measles,EFO:1002026,rubella,EFO:1002026,Same,EFO:1002026,,True,True,
579,chickenpox,EFO:0007204,chickenpox,EFO:0007204,Same,EFO:0007204,,True,True,
580,whooping cough / pertussis,EFO:0000650,whooping cough,EFO:0000650,Same,EFO:0000650,,True,True,
581,shingles,EFO:0006510,Herpes Zoster,EFO:0006510,Same,EFO:0006510,,True,True,
582,herpes simplex,EFO:1002022,Herpes simplex infection,EFO:1002022,Same,EFO:1002022,,True,True,
583,hepatitis a,EFO:0007305,hepatitis A virus infection,EFO:0007305,Same,EFO:0007305,,True,True,
584,hepatitis b,EFO:0004197,hepatitis B virus infection,EFO:0004197,Same,EFO:0004197,,True,True,
585,hepatitis c,EFO:0003047,hepatitis C virus infection,EFO:0003047,Same,EFO:0003047,,True,True,
586,aortic regurgitation / incompetence,EFO:0007148,aortic valve insufficiency,EFO:0007148,Same,EFO:0007148,,True,True,
587,hypertrophic cardiomyopathy (hcm / hocm),EFO:0000538,hypertrophic cardiomyopathy,EFO:0000538,Same,EFO:0000538,,True,True,
588,pericarditis,EFO:0007427,pericarditis,EFO:0007427,Same,EFO:0007427,,True,True,
589,tinnitus / tiniitis,HP:0000360,Tinnitus,HP:0000360,Same,HP:0000360,,True,True,
590,tonsiltis,MONDO:0001039,tonsillitis,HP:0011110,Unrelated,,,True,True,
591,constipation,HP:0002019,Constipation,HP:0002019,Same,HP:0002019,,True,True,
592,rectal prolapse,HP:0002035,Rectal prolapse,HP:0002035,Same,HP:0002035,,True,True,
593,femoral hernia,EFO:1001791,femoral hernia,EFO:1001791,Same,EFO:1001791,,True,True,
594,incisional hernia,HP:0004872,Incisional hernia,HP:0004872,Same,HP:0004872,,True,True,
595,nephritis,EFO:1002050,nephritis,EFO:1002050,Same,EFO:1002050,,True,True,
596,thyroid goitre,EFO:0004283,goiter,EFO:0004283,Same,EFO:0004283,,True,True,
597,blepharitis / eyelid infection,EFO:0009536,blepharitis,EFO:0009536,Same,EFO:0009536,,True,True,
598,obsessive compulsive disorder (ocd),EFO:0004242,obsessive-compulsive disorder,EFO:0004242,Same,EFO:0004242,,True,True,
599,insomnia,EFO:0004698,insomnia,EFO:0004698,Same,EFO:0004698,,True,True,
600,osteopenia,HP:0000938,Osteopenia,HP:0000938,Same,HP:0000938,,True,True,
601,bursitis,MONDO:0002471,bursitis,EFO:1000941,Sibling,EFO:1000941,EFO:1000999,True,True,
602,tennis elbow / lateral epicondylitis,EFO:1001896,lateral epicondylitis,EFO:1001896,Same,EFO:1001896,,True,True,
603,cellulitis,EFO:0003035,cellulitis,EFO:0003035,Same,EFO:0003035,,True,True,
604,fracture skull / head,EFO:1001425,Skull Fractures,EFO:1001425,Same,EFO:1001425,,True,True,
605,fracture radius,EFO:0003957,radius fracture,EFO:0003957,Same,EFO:0003957,,True,True,
606,fracture ulna,EFO:0003950,ulna fracture,EFO:0003950,Same,EFO:0003950,,True,True,
607,fracture tibia,EFO:0003944,tibia fracture,EFO:0003944,Same,EFO:0003944,,True,True,
608,septicaemia / sepsis,HP:0100806,Sepsis,HP:0100806,Same,HP:0100806,,True,True,
609,meningioma / benign meningeal tumour,MONDO:0016642,meningioma,Orphanet:2495,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
610,rosacea,EFO:1000760,rosacea,EFO:1000760,Same,EFO:1000760,,True,True,
611,vitiligo,EFO:0004208,Vitiligo,EFO:0004208,Same,EFO:0004208,,True,True,
612,cervical erosion,HP:0030158,Cervical ectropion,EFO:1000862,Unrelated,,,True,True,
613,dysmenorrhoea / dysmenorrhea,HP:0100607,Dysmenorrhea,HP:0100607,Same,HP:0100607,,True,True,
614,menopausal symptoms / menopause,EFO:0003922,menopause,EFO:0003922,Same,EFO:0003922,,True,True,
615,alopecia / hair loss,MONDO:0004907,alopecia,Orphanet:79364,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
616,scarlet fever / scarlatina,EFO:0007477,scarlet fever,EFO:0007477,Same,EFO:0007477,,True,True,
617,undescended testicle,EFO:0004562,cryptorchidism,EFO:0004562,Same,EFO:0004562,,True,True,
618,Hearing difficulty/problems: Yes,EFO:0004238,hearing loss,EFO:0004238,Same,EFO:0004238,,True,True,
619,Overall health rating,EFO:0004778,self rated health,EFO:0004778,Same,EFO:0004778,,True,True,
620,General pain for 3+ months,HP:0012532,Chronic pain,HP:0012532,Same,HP:0012532,,True,True,
621,Number of spontaneous miscarriages,EFO:1001255,spontaneous abortion,EFO:1001255,Same,EFO:1001255,,True,True,
622,Pulse wave reflection index,EFO:0009804,pulse wave reflection index measurement,EFO:0009804,Same,EFO:0009804,,True,True,
623,Cough on most days,HP:0012735,Cough,HP:0012735,Same,HP:0012735,,True,True,
624,Years of cough on most days,HP:0012735,Cough,HP:0012735,Same,HP:0012735,,True,True,
625,head injury,EFO:0009505,head injury,EFO:0009505,Same,EFO:0009505,,True,True,
626,gynaecological disorder (not cancer),EFO:0009549,female reproductive system disease,EFO:0009549,Same,EFO:0009549,,True,True,
627,peripheral nerve injury,EFO:0009510,peripheral nerve injury,EFO:0009510,Same,EFO:0009510,,True,True,
628,fracture jaw,EFO:0009612,jaw fracture,EFO:0009612,Same,EFO:0009612,,True,True,
629,fracture nose,EFO:0009623,nose injury,EFO:0009623,Same,EFO:0009623,,True,True,
630,fracture clavicle / collar bone,EFO:0009614,clavicle fracture,EFO:0009614,Same,EFO:0009614,,True,True,
631,fracture shoulder / scapula,EFO:0009621,shoulder fracture,EFO:0009621,Same,EFO:0009621,,True,True,
632,fracture forearm / wrist,EFO:0009514,upper extremity fracture,EFO:0009515,More General,EFO:0009515,,True,True,
633,fracture wrist / colles fracture,EFO:0003957,radius fracture,EFO:0009515,Sibling,EFO:0009515,EFO:0009514,True,True,
634,fracture hand,HP:0004277,Fractured hand bones,NCIT:C27161,Unrelated,,,True,False,"graph_prediction_found=True, graph_gold_found=False: at least one side is absent from the EFO v3.62.0 hierarchy tables. The reference comparator still classifies this as 'Unrelated' (empty parent/ancestor/descendant sets never match), so that result is preserved here -- this note flags it as an untestable pair rather than a confirmed topological distance."
635,fracture finger,EFO:0009616,finger fracture,EFO:0009616,Same,EFO:0009616,,True,True,
636,fracture rib,EFO:0009620,rib fracture,EFO:0009620,Same,EFO:0009620,,True,True,
637,fracture pelvis,EFO:0009622,fracture of pelvis,EFO:0009622,Same,EFO:0009622,,True,True,
638,fracture patella / knee,EFO:0009617,knee fracture,EFO:0009617,Same,EFO:0009617,,True,True,
639,fracture fibula,EFO:0009613,fibula fracture,EFO:0009613,Same,EFO:0009613,,True,True,
640,fracture foot,EFO:0009618,foot fracture,EFO:0009618,Same,EFO:0009618,,True,True,
641,Hand grip strength (left),EFO:0006941,grip strength measurement,EFO:0006941,Same,EFO:0006941,,True,True,
642,Hand grip strength (right),EFO:0006941,grip strength measurement,EFO:0006941,Same,EFO:0006941,,True,True,
643,"Heel bone mineral density (BMD) T-score, automated",EFO:0009270,heel bone mineral density,EFO:0009270,Same,EFO:0009270,,True,True,
644,Age completed full time education,EFO:0011015,educational attainment,EFO:0004784,More General,EFO:0004784,,True,True,
645,Worrier / anxious feelings,EFO:0005230,anxiety,EFO:0005230,Same,EFO:0005230,,True,True,
646,Diabetes diagnosed by doctor,EFO:0000400,diabetes mellitus,EFO:0000400,Same,EFO:0000400,,True,True,
647,Cancer diagnosed by doctor,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
648,Fractured/broken bones in last 5 years,EFO:0003931,bone fracture,EFO:0003931,Same,EFO:0003931,,True,True,
649,Ever used hormone-replacement therapy (HRT),EFO:0003961,hormone replacement therapy,EFO:0003961,Same,EFO:0003961,,True,True,
650,Longest period of depression,EFO:0007704,depressive episode measurement,EFO:0007704,Same,EFO:0007704,,True,True,
651,Number of depression episodes,EFO:0007704,depressive episode measurement,EFO:0007704,Same,EFO:0007704,,True,True,
652,Creatinine (enzymatic) in urine,EFO:0004518,creatinine measurement,EFO:0007934,Sibling,EFO:0007934,EFO:0004742,True,True,
653,cin/pre-cancer cells cervix,MONDO:0022394,cervical intraepithelial neoplasia,EFO:1000910,More Specific,EFO:1000910,,True,True,
654,heart valve problem/heart murmur,HP:0030148,Heart murmur,EFO:0009551,Unrelated,,,True,True,
655,pericardial problem,MONDO:0000474,pericardium disorder,EFO:0007427,More General,EFO:0007427,,True,True,
656,other respiratory problems,EFO:0000684,respiratory system disease,EFO:0000684,Same,EFO:0000684,,True,True,
657,oesophageal disorder,EFO:0009544,esophageal disease,EFO:0009544,Same,EFO:0009544,,True,True,
658,stomach disorder,EFO:0009608,stomach disease,EFO:0009608,Same,EFO:0009608,,True,True,
659,parathyroid gland problem (not cancer),EFO:0005754,parathyroid disease,EFO:0005754,Same,EFO:0005754,,True,True,
660,chronic/degenerative neurological problem,EFO:0005772,neurodegenerative disease,EFO:0005772,Same,EFO:0005772,,True,True,
661,muscle/soft tissue problem,EFO:0002970,muscular disease,EFO:0009470,Unrelated,,,True,True,
662,other renal/kidney problem,EFO:0003086,kidney disease,EFO:0003086,Same,EFO:0003086,,True,True,
663,other joint disorder,EFO:1000999,joint disease,EFO:1000999,Same,EFO:1000999,,True,True,
664,diabetic neuropathy/ulcers,EFO:1000783,diabetic neuropathy,EFO:1000783,Same,EFO:1000783,,True,True,
665,cervical spondylosis,EFO:0009610,cervical spondylosis,EFO:0009610,Same,EFO:0009610,,True,True,
666,svt / supraventricular tachycardia,HP:0004755,Supraventricular tachycardia,HP:0004755,Same,HP:0004755,,True,True,
667,anal problem,EFO:0009660,anus disease,HP:0004378,Unrelated,,,True,True,
668,macular degeneration,EFO:0009606,macular degeneration,EFO:0009606,Same,EFO:0009606,,True,True,
669,bowel / intestinal obstruction,MONDO:0004565,intestinal obstruction,HP:0004796,Unrelated,,,True,True,
670,benign neuroma,EFO:0009619,neuroma,EFO:0009619,Same,EFO:0009619,,True,True,
671,Hearing difficulty/problems: I am completely deaf,EFO:0001063,deafness,EFO:0001063,Same,EFO:0001063,,True,True,
672,Which eye(s) are affected by cataract: Right eye,MONDO:0005129,cataract,EFO:0001059,Unrelated,,,True,True,
673,Which eye(s) are affected by cataract: Left eye,MONDO:0005129,cataract,EFO:0001059,Unrelated,,,True,True,
674,Number of self-reported cancers,EFO:0009800,"number of cancers, self-reported",EFO:0009800,Same,EFO:0009800,,True,True,
675,Number of self-reported non-cancer illnesses,EFO:0009801,"number of non-cancer illnesses, self-reported",EFO:0009801,Same,EFO:0009801,,True,True,
676,"Number of operations, self-reported",EFO:0009802,"number of operations, self-reported",EFO:0009802,Same,EFO:0009802,,True,True,
677,Number of treatments/medications taken,EFO:0009803,"number of treatments or medications taken, self-reported",EFO:0009803,Same,EFO:0009803,,True,True,
678,Nap during day,EFO:0009818,"nap during day, self-reported",EFO:0009818,Same,EFO:0009818,,True,True,
679,Comparative body size at age 10,EFO:0009819,"comparative body size at age 10, self-reported",EFO:0009819,Same,EFO:0009819,,True,True,
680,Father's age at death,EFO:0009712,father's age at death,EFO:0009712,Same,EFO:0009712,,True,True,
681,Suffer from 'nerves',EFO:0005230,anxiety,NCIT:C74532,Unrelated,,,True,True,
682,"Seen doctor (GP) for nerves, anxiety, tension or depression",EFO:0009820,"seeing a general practitioner for nerves, anxiety, tension or depression, self-reported",EFO:0009820,Same,EFO:0009820,,True,True,
683,"Seen a psychiatrist for nerves, anxiety, tension or depression",EFO:0009821,"seeing a psychiatrist for nerves, anxiety, tension or depression, self-reported",EFO:0009821,Same,EFO:0009821,,True,True,
684,Relative age of first facial hair,EFO:0009716,age at first facial hair,EFO:0009716,Same,EFO:0009716,,True,True,
685,Number of children fathered,EFO:0009814,number of children fathered measurement,EFO:0009814,Same,EFO:0009814,,True,True,
686,Age at first live birth,EFO:0009101,age at first birth measurement,EFO:0009101,Same,EFO:0009101,,True,True,
687,Bilateral oophorectomy (both ovaries removed),EFO:0009717,bilateral oophorectomy,EFO:0009717,Same,EFO:0009717,,True,True,
688,Peak expiratory flow (PEF),EFO:0009718,peak expiratory flow,EFO:0009718,Same,EFO:0009718,,True,True,
689,Pace-maker,EFO:0009719,artificial cardiac pacemaker,EFO:0009719,Same,EFO:0009719,,True,True,
690,Mother's age at death,EFO:0009721,mother's age at death,EFO:0009721,Same,EFO:0009721,,True,True,
691,Age of primiparous women at birth of child,EFO:0009101,age at first birth measurement,EFO:0009101,Same,EFO:0009101,,True,True,
692,Work/job satisfaction,EFO:0009723,job satisfaction measurement,EFO:0009723,Same,EFO:0009723,,True,True,
693,Health satisfaction,EFO:0009724,health satisfaction measurement,EFO:0009724,Same,EFO:0009724,,True,True,
694,Friendships satisfaction,EFO:0009725,friendship satisfaction measurement,EFO:0009725,Same,EFO:0009725,,True,True,
695,Financial situation satisfaction,EFO:0009726,financial situation satisfaction measurement,EFO:0009726,Same,EFO:0009726,,True,True,
696,Ever manic/hyper for 2 days,EFO:0007706,manic or hypomanic episode,EFO:0007705,Unrelated,,,True,True,
697,Ever highly irritable/argumentative for 2 days,EFO:0009594,irritability measurement,EFO:0009594,Same,EFO:0009594,,True,True,
698,Cochlear implant,EFO:0009728,cochlear implant,EFO:0009728,Same,EFO:0009728,,True,True,
699,Able to walk or cycle unaided for 10 minutes,EFO:0009822,"ability to walk or cycle unaided for 10 minutes, self-reported",EFO:0009822,Same,EFO:0009822,,True,True,
700,Target heart rate achieved,EFO:0009823,"achievement of target heart rate, self-reported",EFO:0009823,Same,EFO:0009823,,True,True,
701,Sitting height,EFO:0011011,sitting height measurement,EFO:0007118,Unrelated,,,True,True,
702,Cascot confidence score,EFO:0009815,CASCOT confidence score measurement,EFO:0009815,Same,EFO:0009815,,True,True,
703,Whole body water mass,EFO:0009805,whole body water mass,EFO:0009805,Same,EFO:0009805,,True,True,
704,Reported occurrences of cancer,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
705,oesophageal stricture,HP:0002043,Esophageal stricture,HP:0002043,Same,HP:0002043,,True,True,
706,bladder problem (not cancer),EFO:1000018,bladder disease,EFO:1000018,Same,EFO:1000018,,True,True,
707,prostate problem (not cancer),EFO:0009602,prostate disease,EFO:0009602,Same,EFO:0009602,,True,True,
708,testicular problems (not cancer),EFO:0009601,testicular disease,EFO:0009601,Same,EFO:0009601,,True,True,
709,thyroid problem (not cancer),EFO:1000627,thyroid disease,EFO:1000627,Same,EFO:1000627,,True,True,
710,thyroid radioablation therapy,EFO:0009600,thyroid radioablation therapy,EFO:0009600,Same,EFO:0009600,,True,True,
711,adrenocortical insufficiency/addison's disease,EFO:0009491,adrenocortical insufficiency,EFO:0009491,Same,EFO:0009491,,True,True,
712,neurological injury/trauma,EFO:0009490,nervous system injury,EFO:0009490,Same,EFO:0009490,,True,True,
713,cranial nerve problem/palsy,EFO:0009489,cranial nerve palsy,EFO:0009489,Same,EFO:0009489,,True,True,
714,spinal cord disorder,EFO:0009488,spinal cord disease,EFO:0009488,Same,EFO:0009488,,True,True,
715,peripheral nerve disorder,EFO:0003100,peripheral neuropathy,EFO:0009387,More Specific,EFO:0009387,,True,True,
